agent_id,role,ward,position,alt
391,PATIENT,1,12719,T
414,PATIENT,4,12719,T
623,PATIENT,3,12719,T
661,PATIENT,1,12719,T
811,HCW,1,12719,T
866,HCW,6,12719,T
31,PATIENT,1,12719,T
439,PATIENT,9,12719,T
471,PATIENT,1,12719,T
494,PATIENT,4,12719,T
541,PATIENT,1,12719,T
663,PATIENT,3,12719,T
823,HCW,3,12719,T
841,HCW,1,12719,T
911,HCW,1,12719,T
931,HCW,1,12719,T
11,PATIENT,1,12719,T
101,PATIENT,1,12719,T
191,PATIENT,1,12719,T
211,PATIENT,1,12719,T
239,PATIENT,9,12719,T
313,PATIENT,3,12719,T
393,PATIENT,3,12719,T
871,HCW,1,12719,T
21,PATIENT,1,12719,T
78,PATIENT,8,12719,T
234,PATIENT,4,12719,T
279,PATIENT,9,12719,T
513,PATIENT,3,12719,T
603,PATIENT,3,12719,T
614,PATIENT,4,12719,T
722,HCW,2,12719,T
779,HCW,9,12719,T
61,PATIENT,1,12719,T
113,PATIENT,3,12719,T
159,PATIENT,9,12719,T
214,PATIENT,4,12719,T
274,PATIENT,4,12719,T
371,PATIENT,1,12719,T
423,PATIENT,3,12719,T
461,PATIENT,1,12719,T
504,PATIENT,4,12719,T
593,PATIENT,3,12719,T
611,PATIENT,1,12719,T
738,HCW,8,12719,T
832,HCW,2,12719,T
921,HCW,1,12719,T
966,HCW,6,12719,T
52,PATIENT,2,12719,T
243,PATIENT,3,12719,T
257,PATIENT,7,12719,T
323,PATIENT,3,12719,T
359,PATIENT,9,12719,T
401,PATIENT,1,12719,T
434,PATIENT,4,12719,T
459,PATIENT,9,12719,T
523,PATIENT,3,12719,T
639,PATIENT,9,12719,T
694,PATIENT,4,12719,T
696,PATIENT,6,12719,T
753,HCW,3,12719,T
813,HCW,3,12719,T
814,HCW,4,12719,T
971,HCW,1,12719,T
14,PATIENT,4,12719,T
37,PATIENT,7,12719,T
114,PATIENT,4,12719,T
151,PATIENT,1,12719,T
195,PATIENT,5,12719,T
294,PATIENT,4,12719,T
411,PATIENT,1,12719,T
478,PATIENT,8,12719,T
571,PATIENT,1,12719,T
678,PATIENT,8,12719,T
698,PATIENT,8,12719,T
751,HCW,1,12719,T
903,HCW,3,12719,T
3,PATIENT,3,12719,T
9,PATIENT,9,12719,T
23,PATIENT,3,12719,T
33,PATIENT,3,12719,T
39,PATIENT,9,12719,T
68,PATIENT,8,12719,T
96,PATIENT,6,12719,T
133,PATIENT,3,12719,T
184,PATIENT,4,12719,T
201,PATIENT,1,12719,T
209,PATIENT,9,12719,T
383,PATIENT,3,12719,T
433,PATIENT,3,12719,T
452,PATIENT,2,12719,T
463,PATIENT,3,12719,T
479,PATIENT,9,12719,T
496,PATIENT,6,12719,T
529,PATIENT,9,12719,T
638,PATIENT,8,12719,T
719,HCW,9,12719,T
741,HCW,1,12719,T
793,HCW,3,12719,T
831,HCW,1,12719,T
939,HCW,9,12719,T
960,HCW,0,12719,T
0,PATIENT,0,12719,T
63,PATIENT,3,12719,T
79,PATIENT,9,12719,T
99,PATIENT,9,12719,T
163,PATIENT,3,12719,T
193,PATIENT,3,12719,T
222,PATIENT,2,12719,T
248,PATIENT,8,12719,T
341,PATIENT,1,12719,T
351,PATIENT,1,12719,T
376,PATIENT,6,12719,T
444,PATIENT,4,12719,T
449,PATIENT,9,12719,T
454,PATIENT,4,12719,T
457,PATIENT,7,12719,T
551,PATIENT,1,12719,T
594,PATIENT,4,12719,T
609,PATIENT,9,12719,T
637,PATIENT,7,12719,T
643,PATIENT,3,12719,T
652,PATIENT,2,12719,T
679,PATIENT,9,12719,T
688,PATIENT,8,12719,T
706,HCW,6,12719,T
711,HCW,1,12719,T
723,HCW,3,12719,T
861,HCW,1,12719,T
949,HCW,9,12719,T
963,HCW,3,12719,T
19,PATIENT,9,12719,T
34,PATIENT,4,12719,T
59,PATIENT,9,12719,T
74,PATIENT,4,12719,T
94,PATIENT,4,12719,T
104,PATIENT,4,12719,T
123,PATIENT,3,12719,T
129,PATIENT,9,12719,T
167,PATIENT,7,12719,T
197,PATIENT,7,12719,T
207,PATIENT,7,12719,T
218,PATIENT,8,12719,T
235,PATIENT,5,12719,T
244,PATIENT,4,12719,T
252,PATIENT,2,12719,T
259,PATIENT,9,12719,T
264,PATIENT,4,12719,T
296,PATIENT,6,12719,T
338,PATIENT,8,12719,T
368,PATIENT,8,12719,T
396,PATIENT,6,12719,T
409,PATIENT,9,12719,T
438,PATIENT,8,12719,T
443,PATIENT,3,12719,T
453,PATIENT,3,12719,T
468,PATIENT,8,12719,T
474,PATIENT,4,12719,T
499,PATIENT,9,12719,T
544,PATIENT,4,12719,T
559,PATIENT,9,12719,T
673,PATIENT,3,12719,T
734,HCW,4,12719,T
743,HCW,3,12719,T
744,HCW,4,12719,T
796,HCW,6,12719,T
810,HCW,0,12719,T
868,HCW,8,12719,T
874,HCW,4,12719,T
917,HCW,7,12719,T
926,HCW,6,12719,T
927,HCW,7,12719,T
53,PATIENT,3,12719,T
64,PATIENT,4,12719,T
84,PATIENT,4,12719,T
93,PATIENT,3,12719,T
117,PATIENT,7,12719,T
125,PATIENT,5,12719,T
144,PATIENT,4,12719,T
213,PATIENT,3,12719,T
289,PATIENT,9,12719,T
329,PATIENT,9,12719,T
333,PATIENT,3,12719,T
339,PATIENT,9,12719,T
353,PATIENT,3,12719,T
389,PATIENT,9,12719,T
493,PATIENT,3,12719,T
534,PATIENT,4,12719,T
539,PATIENT,9,12719,T
699,PATIENT,9,12719,T
829,HCW,9,12719,T
883,HCW,3,12719,T
15,PATIENT,5,12719,T
24,PATIENT,4,12719,T
73,PATIENT,3,12719,T
88,PATIENT,8,12719,T
89,PATIENT,9,12719,T
103,PATIENT,3,12719,T
137,PATIENT,7,12719,T
176,PATIENT,6,12719,T
189,PATIENT,9,12719,T
219,PATIENT,9,12719,T
283,PATIENT,3,12719,T
328,PATIENT,8,12719,T
373,PATIENT,3,12719,T
378,PATIENT,8,12719,T
407,PATIENT,7,12719,T
428,PATIENT,8,12719,T
435,PATIENT,5,12719,T
473,PATIENT,3,12719,T
498,PATIENT,8,12719,T
586,PATIENT,6,12719,T
634,PATIENT,4,12719,T
647,PATIENT,7,12719,T
653,PATIENT,3,12719,T
659,PATIENT,9,12719,T
684,PATIENT,4,12719,T
709,HCW,9,12719,T
749,HCW,9,12719,T
834,HCW,4,12719,T
846,HCW,6,12719,T
920,HCW,0,12719,T
938,HCW,8,12719,T
969,HCW,9,12719,T
994,HCW,4,12719,T
7,PATIENT,7,12719,T
57,PATIENT,7,12719,T
97,PATIENT,7,12719,T
124,PATIENT,4,12719,T
168,PATIENT,8,12719,T
203,PATIENT,3,12719,T
204,PATIENT,4,12719,T
208,PATIENT,8,12719,T
238,PATIENT,8,12719,T
253,PATIENT,3,12719,T
254,PATIENT,4,12719,T
268,PATIENT,8,12719,T
269,PATIENT,9,12719,T
293,PATIENT,3,12719,T
299,PATIENT,9,12719,T
303,PATIENT,3,12719,T
318,PATIENT,8,12719,T
325,PATIENT,5,12719,T
399,PATIENT,9,12719,T
424,PATIENT,4,12719,T
448,PATIENT,8,12719,T
503,PATIENT,3,12719,T
514,PATIENT,4,12719,T
525,PATIENT,5,12719,T
533,PATIENT,3,12719,T
543,PATIENT,3,12719,T
549,PATIENT,9,12719,T
579,PATIENT,9,12719,T
597,PATIENT,7,12719,T
608,PATIENT,8,12719,T
654,PATIENT,4,12719,T
683,PATIENT,3,12719,T
731,HCW,1,12719,T
736,HCW,6,12719,T
739,HCW,9,12719,T
768,HCW,8,12719,T
773,HCW,3,12719,T
790,HCW,0,12719,T
803,HCW,3,12719,T
833,HCW,3,12719,T
879,HCW,9,12719,T
944,HCW,4,12719,T
999,HCW,9,12719,T
18,PATIENT,8,12719,T
43,PATIENT,3,12719,T
95,PATIENT,5,12719,T
98,PATIENT,8,12719,T
138,PATIENT,8,12719,T
145,PATIENT,5,12719,T
224,PATIENT,4,12719,T
295,PATIENT,5,12719,T
302,PATIENT,2,12719,T
319,PATIENT,9,12719,T
344,PATIENT,4,12719,T
464,PATIENT,4,12719,T
483,PATIENT,3,12719,T
488,PATIENT,8,12719,T
563,PATIENT,3,12719,T
600,PATIENT,0,12719,T
607,PATIENT,7,12719,T
613,PATIENT,3,12719,T
618,PATIENT,8,12719,T
619,PATIENT,9,12719,T
669,PATIENT,9,12719,T
674,PATIENT,4,12719,T
716,HCW,6,12719,T
774,HCW,4,12719,T
782,HCW,2,12719,T
794,HCW,4,12719,T
839,HCW,9,12719,T
842,HCW,2,12719,T
847,HCW,7,12719,T
894,HCW,4,12719,T
940,HCW,0,12719,T
946,HCW,6,12719,T
972,HCW,2,12719,T
989,HCW,9,12719,T
13,PATIENT,3,12719,T
16,PATIENT,6,12719,T
42,PATIENT,2,12719,T
44,PATIENT,4,12719,T
49,PATIENT,9,12719,T
83,PATIENT,3,12719,T
90,PATIENT,0,12719,T
136,PATIENT,6,12719,T
139,PATIENT,9,12719,T
143,PATIENT,3,12719,T
146,PATIENT,6,12719,T
154,PATIENT,4,12719,T
162,PATIENT,2,12719,T
196,PATIENT,6,12719,T
284,PATIENT,4,12719,T
287,PATIENT,7,12719,T
304,PATIENT,4,12719,T
309,PATIENT,9,12719,T
310,PATIENT,0,12719,T
384,PATIENT,4,12719,T
495,PATIENT,5,12719,T
545,PATIENT,5,12719,T
565,PATIENT,5,12719,T
596,PATIENT,6,12719,T
598,PATIENT,8,12719,T
616,PATIENT,6,12719,T
660,PATIENT,0,12719,T
664,PATIENT,4,12719,T
677,PATIENT,7,12719,T
708,HCW,8,12719,T
727,HCW,7,12719,T
798,HCW,8,12719,T
808,HCW,8,12719,T
809,HCW,9,12719,T
821,HCW,1,12719,T
845,HCW,5,12719,T
859,HCW,9,12719,T
869,HCW,9,12719,T
877,HCW,7,12719,T
895,HCW,5,12719,T
908,HCW,8,12719,T
953,HCW,3,12719,T
990,HCW,0,12719,T
28,PATIENT,8,12719,T
66,PATIENT,6,12719,T
69,PATIENT,9,12719,T
119,PATIENT,9,12719,T
147,PATIENT,7,12719,T
152,PATIENT,2,12719,T
153,PATIENT,3,12719,T
169,PATIENT,9,12719,T
170,PATIENT,0,12719,T
179,PATIENT,9,12719,T
192,PATIENT,2,12719,T
194,PATIENT,4,12719,T
249,PATIENT,9,12719,T
337,PATIENT,7,12719,T
356,PATIENT,6,12719,T
387,PATIENT,7,12719,T
394,PATIENT,4,12719,T
398,PATIENT,8,12719,T
403,PATIENT,3,12719,T
456,PATIENT,6,12719,T
486,PATIENT,6,12719,T
509,PATIENT,9,12719,T
524,PATIENT,4,12719,T
604,PATIENT,4,12719,T
642,PATIENT,2,12719,T
644,PATIENT,4,12719,T
646,PATIENT,6,12719,T
676,PATIENT,6,12719,T
686,PATIENT,6,12719,T
816,HCW,6,12719,T
819,HCW,9,12719,T
880,HCW,0,12719,T
914,HCW,4,12719,T
929,HCW,9,12719,T
959,HCW,9,12719,T
979,HCW,9,12719,T
4,PATIENT,4,12719,T
47,PATIENT,7,12719,T
75,PATIENT,5,12719,T
76,PATIENT,6,12719,T
82,PATIENT,2,12719,T
102,PATIENT,2,12719,T
116,PATIENT,6,12719,T
118,PATIENT,8,12719,T
128,PATIENT,8,12719,T
156,PATIENT,6,12719,T
165,PATIENT,5,12719,T
226,PATIENT,6,12719,T
250,PATIENT,0,12719,T
288,PATIENT,8,12719,T
298,PATIENT,8,12719,T
308,PATIENT,8,12719,T
314,PATIENT,4,12719,T
322,PATIENT,2,12719,T
349,PATIENT,9,12719,T
363,PATIENT,3,12719,T
369,PATIENT,9,12719,T
372,PATIENT,2,12719,T
379,PATIENT,9,12719,T
386,PATIENT,6,12719,T
442,PATIENT,2,12719,T
445,PATIENT,5,12719,T
469,PATIENT,9,12719,T
485,PATIENT,5,12719,T
497,PATIENT,7,12719,T
518,PATIENT,8,12719,T
526,PATIENT,6,12719,T
547,PATIENT,7,12719,T
573,PATIENT,3,12719,T
576,PATIENT,6,12719,T
584,PATIENT,4,12719,T
624,PATIENT,4,12719,T
629,PATIENT,9,12719,T
649,PATIENT,9,12719,T
657,PATIENT,7,12719,T
697,PATIENT,7,12719,T
704,HCW,4,12719,T
726,HCW,6,12719,T
746,HCW,6,12719,T
792,HCW,2,12719,T
804,HCW,4,12719,T
826,HCW,6,12719,T
840,HCW,0,12719,T
849,HCW,9,12719,T
862,HCW,2,12719,T
873,HCW,3,12719,T
876,HCW,6,12719,T
893,HCW,3,12719,T
898,HCW,8,12719,T
902,HCW,2,12719,T
909,HCW,9,12719,T
924,HCW,4,12719,T
925,HCW,5,12719,T
928,HCW,8,12719,T
968,HCW,8,12719,T
974,HCW,4,12719,T
978,HCW,8,12719,T
984,HCW,4,12719,T
987,HCW,7,12719,T
29,PATIENT,9,12719,T
48,PATIENT,8,12719,T
106,PATIENT,6,12719,T
127,PATIENT,7,12719,T
149,PATIENT,9,12719,T
160,PATIENT,0,12719,T
177,PATIENT,7,12719,T
237,PATIENT,7,12719,T
276,PATIENT,6,12719,T
343,PATIENT,3,12719,T
395,PATIENT,5,12719,T
405,PATIENT,5,12719,T
419,PATIENT,9,12719,T
422,PATIENT,2,12719,T
425,PATIENT,5,12719,T
447,PATIENT,7,12719,T
450,PATIENT,0,12719,T
462,PATIENT,2,12719,T
466,PATIENT,6,12719,T
480,PATIENT,0,12719,T
482,PATIENT,2,12719,T
484,PATIENT,4,12719,T
516,PATIENT,6,12719,T
520,PATIENT,0,12719,T
537,PATIENT,7,12719,T
569,PATIENT,9,12719,T
587,PATIENT,7,12719,T
612,PATIENT,2,12719,T
648,PATIENT,8,12719,T
650,PATIENT,0,12719,T
658,PATIENT,8,12719,T
670,PATIENT,0,12719,T
685,PATIENT,5,12719,T
695,PATIENT,5,12719,T
756,HCW,6,12719,T
765,HCW,5,12719,T
784,HCW,4,12719,T
865,HCW,5,12719,T
867,HCW,7,12719,T
934,HCW,4,12719,T
957,HCW,7,12719,T
958,HCW,8,12719,T
965,HCW,5,12719,T
38,PATIENT,8,12719,T
40,PATIENT,0,12719,T
67,PATIENT,7,12719,T
122,PATIENT,2,12719,T
178,PATIENT,8,12719,T
206,PATIENT,6,12719,T
212,PATIENT,2,12719,T
216,PATIENT,6,12719,T
228,PATIENT,8,12719,T
255,PATIENT,5,12719,T
348,PATIENT,8,12719,T
358,PATIENT,8,12719,T
366,PATIENT,6,12719,T
420,PATIENT,0,12719,T
477,PATIENT,7,12719,T
508,PATIENT,8,12719,T
522,PATIENT,2,12719,T
532,PATIENT,2,12719,T
583,PATIENT,3,12719,T
588,PATIENT,8,12719,T
680,PATIENT,0,12719,T
682,PATIENT,2,12719,T
730,HCW,0,12719,T
732,HCW,2,12719,T
747,HCW,7,12719,T
748,HCW,8,12719,T
757,HCW,7,12719,T
758,HCW,8,12719,T
764,HCW,4,12719,T
786,HCW,6,12719,T
864,HCW,4,12719,T
886,HCW,6,12719,T
892,HCW,2,12719,T
918,HCW,8,12719,T
923,HCW,3,12719,T
998,HCW,8,12719,T
10,PATIENT,0,12719,T
22,PATIENT,2,12719,T
62,PATIENT,2,12719,T
85,PATIENT,5,12719,T
86,PATIENT,6,12719,T
107,PATIENT,7,12719,T
187,PATIENT,7,12719,T
258,PATIENT,8,12719,T
260,PATIENT,0,12719,T
286,PATIENT,6,12719,T
324,PATIENT,4,12719,T
332,PATIENT,2,12719,T
345,PATIENT,5,12719,T
364,PATIENT,4,12719,T
380,PATIENT,0,12719,T
388,PATIENT,8,12719,T
404,PATIENT,4,12719,T
406,PATIENT,6,12719,T
408,PATIENT,8,12719,T
416,PATIENT,6,12719,T
432,PATIENT,2,12719,T
436,PATIENT,6,12719,T
460,PATIENT,0,12719,T
510,PATIENT,0,12719,T
517,PATIENT,7,12719,T
527,PATIENT,7,12719,T
528,PATIENT,8,12719,T
556,PATIENT,6,12719,T
560,PATIENT,0,12719,T
570,PATIENT,0,12719,T
605,PATIENT,5,12719,T
606,PATIENT,6,12719,T
662,PATIENT,2,12719,T
667,PATIENT,7,12719,T
752,HCW,2,12719,T
760,HCW,0,12719,T
776,HCW,6,12719,T
812,HCW,2,12719,T
884,HCW,4,12719,T
896,HCW,6,12719,T
906,HCW,6,12719,T
952,HCW,2,12719,T
956,HCW,6,12719,T
970,HCW,0,12719,T
983,HCW,3,12719,T
993,HCW,3,12719,T
12,PATIENT,2,12719,T
32,PATIENT,2,12719,T
46,PATIENT,6,12719,T
70,PATIENT,0,12719,T
77,PATIENT,7,12719,T
108,PATIENT,8,12719,T
109,PATIENT,9,12719,T
185,PATIENT,5,12719,T
188,PATIENT,8,12719,T
200,PATIENT,0,12719,T
277,PATIENT,7,12719,T
282,PATIENT,2,12719,T
316,PATIENT,6,12719,T
346,PATIENT,6,12719,T
362,PATIENT,2,12719,T
365,PATIENT,5,12719,T
374,PATIENT,4,12719,T
392,PATIENT,2,12719,T
467,PATIENT,7,12719,T
476,PATIENT,6,12719,T
487,PATIENT,7,12719,T
535,PATIENT,5,12719,T
536,PATIENT,6,12719,T
590,PATIENT,0,12719,T
645,PATIENT,5,12719,T
666,PATIENT,6,12719,T
675,PATIENT,5,12719,T
703,HCW,3,12719,T
718,HCW,8,12719,T
754,HCW,4,12719,T
766,HCW,6,12719,T
825,HCW,5,12719,T
858,HCW,8,12719,T
860,HCW,0,12719,T
870,HCW,0,12719,T
890,HCW,0,12719,T
907,HCW,7,12719,T
922,HCW,2,12719,T
955,HCW,5,12719,T
8,PATIENT,8,12719,T
17,PATIENT,7,12719,T
20,PATIENT,0,12719,T
56,PATIENT,6,12719,T
80,PATIENT,0,12719,T
87,PATIENT,7,12719,T
92,PATIENT,2,12719,T
182,PATIENT,2,12719,T
186,PATIENT,6,12719,T
217,PATIENT,7,12719,T
242,PATIENT,2,12719,T
245,PATIENT,5,12719,T
256,PATIENT,6,12719,T
270,PATIENT,0,12719,T
272,PATIENT,2,12719,T
275,PATIENT,5,12719,T
280,PATIENT,0,12719,T
327,PATIENT,7,12719,T
417,PATIENT,7,12719,T
440,PATIENT,0,12719,T
446,PATIENT,6,12719,T
455,PATIENT,5,12719,T
472,PATIENT,2,12719,T
542,PATIENT,2,12719,T
546,PATIENT,6,12719,T
567,PATIENT,7,12719,T
592,PATIENT,2,12719,T
656,PATIENT,6,12719,T
665,PATIENT,5,12719,T
714,HCW,4,12719,T
762,HCW,2,12719,T
844,HCW,4,12719,T
885,HCW,5,12719,T
954,HCW,4,12719,T
988,HCW,8,12719,T
5,PATIENT,5,12719,T
45,PATIENT,5,12719,T
105,PATIENT,5,12719,T
132,PATIENT,2,12719,T
142,PATIENT,2,12719,T
158,PATIENT,8,12719,T
215,PATIENT,5,12719,T
225,PATIENT,5,12719,T
246,PATIENT,6,12719,T
247,PATIENT,7,12719,T
267,PATIENT,7,12719,T
317,PATIENT,7,12719,T
335,PATIENT,5,12719,T
347,PATIENT,7,12719,T
490,PATIENT,0,12719,T
552,PATIENT,2,12719,T
564,PATIENT,4,12719,T
566,PATIENT,6,12719,T
622,PATIENT,2,12719,T
626,PATIENT,6,12719,T
655,PATIENT,5,12719,T
707,HCW,7,12719,T
712,HCW,2,12719,T
835,HCW,5,12719,T
838,HCW,8,12719,T
848,HCW,8,12719,T
916,HCW,6,12719,T
937,HCW,7,12719,T
986,HCW,6,12719,T
2,PATIENT,2,12719,T
35,PATIENT,5,12719,T
100,PATIENT,0,12719,T
110,PATIENT,0,12719,T
148,PATIENT,8,12719,T
205,PATIENT,5,12719,T
265,PATIENT,5,12719,T
307,PATIENT,7,12719,T
326,PATIENT,6,12719,T
375,PATIENT,5,12719,T
397,PATIENT,7,12719,T
400,PATIENT,0,12719,T
402,PATIENT,2,12719,T
412,PATIENT,2,12719,T
475,PATIENT,5,12719,T
506,PATIENT,6,12719,T
548,PATIENT,8,12719,T
636,PATIENT,6,12719,T
687,PATIENT,7,12719,T
778,HCW,8,12719,T
853,HCW,3,12719,T
872,HCW,2,12719,T
875,HCW,5,12719,T
919,HCW,9,12719,T
962,HCW,2,12719,T
26,PATIENT,6,12719,T
72,PATIENT,2,12719,T
157,PATIENT,7,12719,T
166,PATIENT,6,12719,T
172,PATIENT,2,12719,T
175,PATIENT,5,12719,T
180,PATIENT,0,12719,T
198,PATIENT,8,12719,T
297,PATIENT,7,12719,T
350,PATIENT,0,12719,T
555,PATIENT,5,12719,T
562,PATIENT,2,12719,T
577,PATIENT,7,12719,T
627,PATIENT,7,12719,T
628,PATIENT,8,12719,T
750,HCW,0,12719,T
777,HCW,7,12719,T
797,HCW,7,12719,T
806,HCW,6,12719,T
942,HCW,2,12719,T
967,HCW,7,12719,T
980,HCW,0,12719,T
995,HCW,5,12719,T
997,HCW,7,12719,T
6,PATIENT,6,12719,T
25,PATIENT,5,12719,T
36,PATIENT,6,12719,T
50,PATIENT,0,12719,T
232,PATIENT,2,12719,T
240,PATIENT,0,12719,T
357,PATIENT,7,12719,T
382,PATIENT,2,12719,T
492,PATIENT,2,12719,T
530,PATIENT,0,12719,T
554,PATIENT,4,12719,T
574,PATIENT,4,12719,T
602,PATIENT,2,12719,T
632,PATIENT,2,12719,T
672,PATIENT,2,12719,T
710,HCW,0,12719,T
713,HCW,3,12719,T
717,HCW,7,12719,T
742,HCW,2,12719,T
767,HCW,7,12719,T
785,HCW,5,12719,T
802,HCW,2,12719,T
807,HCW,7,12719,T
827,HCW,7,12719,T
889,HCW,9,12719,T
930,HCW,0,12719,T
932,HCW,2,12719,T
112,PATIENT,2,12719,T
130,PATIENT,0,12719,T
312,PATIENT,2,12719,T
385,PATIENT,5,12719,T
390,PATIENT,0,12719,T
470,PATIENT,0,12719,T
557,PATIENT,7,12719,T
575,PATIENT,5,12719,T
610,PATIENT,0,12719,T
617,PATIENT,7,12719,T
780,HCW,0,12719,T
887,HCW,7,12719,T
976,HCW,6,12719,T
977,HCW,7,12719,T
985,HCW,5,12719,T
992,HCW,2,12719,T
65,PATIENT,5,12719,T
202,PATIENT,2,12719,T
458,PATIENT,8,12719,T
465,PATIENT,5,12719,T
705,HCW,5,12719,T
174,PATIENT,4,12719,T
262,PATIENT,2,12719,T
300,PATIENT,0,12719,T
740,HCW,0,12719,T
772,HCW,2,12719,T
805,HCW,5,12719,T
377,PATIENT,7,12719,T
558,PATIENT,8,12719,T
787,HCW,7,12719,T
817,HCW,7,12719,T
820,HCW,0,12719,T
856,HCW,6,12719,T
905,HCW,5,12719,T
190,PATIENT,0,12719,T
410,PATIENT,0,12719,T
505,PATIENT,5,12719,T
550,PATIENT,0,12719,T
755,HCW,5,12719,T
775,HCW,5,12719,T
788,HCW,8,12719,T
945,HCW,5,12719,T
115,PATIENT,5,12719,T
837,HCW,7,12719,T
950,HCW,0,12719,T
212,PATIENT,2,12750,T
726,HCW,6,12769,T
278,PATIENT,8,12783,T
663,PATIENT,3,12783,T
823,HCW,3,12783,T
313,PATIENT,3,12783,T
393,PATIENT,3,12783,T
78,PATIENT,8,12783,T
513,PATIENT,3,12783,T
113,PATIENT,3,12783,T
593,PATIENT,3,12783,T
738,HCW,8,12783,T
966,HCW,6,12783,T
243,PATIENT,3,12783,T
257,PATIENT,7,12783,T
753,HCW,3,12783,T
813,HCW,3,12783,T
37,PATIENT,7,12783,T
478,PATIENT,8,12783,T
678,PATIENT,8,12783,T
698,PATIENT,8,12783,T
903,HCW,3,12783,T
33,PATIENT,3,12783,T
68,PATIENT,8,12783,T
433,PATIENT,3,12783,T
463,PATIENT,3,12783,T
638,PATIENT,8,12783,T
63,PATIENT,3,12783,T
193,PATIENT,3,12783,T
248,PATIENT,8,12783,T
457,PATIENT,7,12783,T
637,PATIENT,7,12783,T
643,PATIENT,3,12783,T
688,PATIENT,8,12783,T
706,HCW,6,12783,T
723,HCW,3,12783,T
963,HCW,3,12783,T
207,PATIENT,7,12783,T
218,PATIENT,8,12783,T
235,PATIENT,5,12783,T
338,PATIENT,8,12783,T
368,PATIENT,8,12783,T
438,PATIENT,8,12783,T
443,PATIENT,3,12783,T
453,PATIENT,3,12783,T
468,PATIENT,8,12783,T
673,PATIENT,3,12783,T
868,HCW,8,12783,T
53,PATIENT,3,12783,T
93,PATIENT,3,12783,T
117,PATIENT,7,12783,T
213,PATIENT,3,12783,T
353,PATIENT,3,12783,T
883,HCW,3,12783,T
15,PATIENT,5,12783,T
73,PATIENT,3,12783,T
88,PATIENT,8,12783,T
137,PATIENT,7,12783,T
283,PATIENT,3,12783,T
328,PATIENT,8,12783,T
373,PATIENT,3,12783,T
378,PATIENT,8,12783,T
407,PATIENT,7,12783,T
428,PATIENT,8,12783,T
435,PATIENT,5,12783,T
473,PATIENT,3,12783,T
498,PATIENT,8,12783,T
647,PATIENT,7,12783,T
653,PATIENT,3,12783,T
846,HCW,6,12783,T
938,HCW,8,12783,T
7,PATIENT,7,12783,T
57,PATIENT,7,12783,T
168,PATIENT,8,12783,T
208,PATIENT,8,12783,T
238,PATIENT,8,12783,T
253,PATIENT,3,12783,T
268,PATIENT,8,12783,T
293,PATIENT,3,12783,T
303,PATIENT,3,12783,T
318,PATIENT,8,12783,T
448,PATIENT,8,12783,T
533,PATIENT,3,12783,T
543,PATIENT,3,12783,T
597,PATIENT,7,12783,T
608,PATIENT,8,12783,T
768,HCW,8,12783,T
803,HCW,3,12783,T
833,HCW,3,12783,T
18,PATIENT,8,12783,T
43,PATIENT,3,12783,T
95,PATIENT,5,12783,T
98,PATIENT,8,12783,T
138,PATIENT,8,12783,T
295,PATIENT,5,12783,T
488,PATIENT,8,12783,T
607,PATIENT,7,12783,T
613,PATIENT,3,12783,T
618,PATIENT,8,12783,T
716,HCW,6,12783,T
847,HCW,7,12783,T
13,PATIENT,3,12783,T
83,PATIENT,3,12783,T
90,PATIENT,0,12783,T
136,PATIENT,6,12783,T
143,PATIENT,3,12783,T
598,PATIENT,8,12783,T
660,PATIENT,0,12783,T
677,PATIENT,7,12783,T
708,HCW,8,12783,T
727,HCW,7,12783,T
798,HCW,8,12783,T
808,HCW,8,12783,T
821,HCW,1,12783,T
908,HCW,8,12783,T
28,PATIENT,8,12783,T
398,PATIENT,8,12783,T
816,HCW,6,12783,T
819,HCW,9,12783,T
47,PATIENT,7,12783,T
76,PATIENT,6,12783,T
116,PATIENT,6,12783,T
118,PATIENT,8,12783,T
128,PATIENT,8,12783,T
288,PATIENT,8,12783,T
298,PATIENT,8,12783,T
308,PATIENT,8,12783,T
445,PATIENT,5,12783,T
518,PATIENT,8,12783,T
573,PATIENT,3,12783,T
657,PATIENT,7,12783,T
726,HCW,6,12783,T
849,HCW,9,12783,T
873,HCW,3,12783,T
898,HCW,8,12783,T
925,HCW,5,12783,T
928,HCW,8,12783,T
968,HCW,8,12783,T
978,HCW,8,12783,T
48,PATIENT,8,12783,T
127,PATIENT,7,12783,T
343,PATIENT,3,12783,T
405,PATIENT,5,12783,T
447,PATIENT,7,12783,T
466,PATIENT,6,12783,T
516,PATIENT,6,12783,T
537,PATIENT,7,12783,T
587,PATIENT,7,12783,T
648,PATIENT,8,12783,T
658,PATIENT,8,12783,T
695,PATIENT,5,12783,T
867,HCW,7,12783,T
957,HCW,7,12783,T
958,HCW,8,12783,T
965,HCW,5,12783,T
38,PATIENT,8,12783,T
67,PATIENT,7,12783,T
178,PATIENT,8,12783,T
206,PATIENT,6,12783,T
228,PATIENT,8,12783,T
348,PATIENT,8,12783,T
358,PATIENT,8,12783,T
477,PATIENT,7,12783,T
508,PATIENT,8,12783,T
588,PATIENT,8,12783,T
748,HCW,8,12783,T
758,HCW,8,12783,T
918,HCW,8,12783,T
923,HCW,3,12783,T
998,HCW,8,12783,T
10,PATIENT,0,12783,T
260,PATIENT,0,12783,T
388,PATIENT,8,12783,T
408,PATIENT,8,12783,T
517,PATIENT,7,12783,T
